91;4832980;Avenida Canta Callao;31069845;31069864;35;105;0.1001816;70;15;1000000;-12.0009557;-77.1166601;-12.000364;-77.1159655
92;4832980;Avenida Canta Callao;31069864;1757614266;35;40;0.2069429;70;30;1000000;-12.000364;-77.1159655;-11.9990027;-77.1146681
93;4832980;Avenida Canta Callao;1757614266;1756592888;35;91;0.300106;70;43;1000000;-11.9990027;-77.1146681;-11.9970473;-77.1127667
94;4832980;Avenida Canta Callao;1756592888;427589721;35;62;0.0384357;70;6;1000000;-11.9970473;-77.1127667;-11.9968228;-77.112498
95;4832980;Avenida Canta Callao;427589721;847760094;35;62;0.2009212;70;29;1000000;-11.9968228;-77.112498;-11.9954373;-77.1113122
96;4832980;Avenida Canta Callao;847760094;847760096;35;36;0.1716788;70;25;1000000;-11.9954373;-77.1113122;-11.9943106;-77.1102336
97;11979291;Aurelio Miro Quesada;108009619;108009621;29;97;0.0275386;40;7;0.0006885;-12.0989604;-77.0508785;-12.0989183;-77.0506289
98;11979291;Aurelio Miro Quesada;108009621;108009622;29;16;0.060915;40;16;0.0015229;-12.0989183;-77.0506289;-12.098868;-77.050071
99;11979291;Aurelio Miro Quesada;108009622;108009627;29;75;0.0952866;40;24;0.0023822;-12.098868;-77.050071;-12.0984903;-77.0493415
100;11979291;Aurelio Miro Quesada;108009627;108009630;29;77;0.0997564;40;25;0.0024939;-12.0984903;-77.0493415;-12.0986582;-77.0484403
101;11979291;Aurelio Miro Quesada;108009630;262730169;29;49;0.0758985;40;19;0.0018975;-12.0986582;-77.0484403;-12.0987841;-77.0477542
102;12561291;Avenida Ricardo Palma;114612763;114612761;30;49;0.0890312;60;15;1000000;-12.1210621;-77.0221376;-12.1205832;-77.0227939
103;12561291;Avenida Ricardo Palma;114612761;114612758;30;20;0.1426474;60;24;1000000;-12.1205832;-77.0227939;-12.1198492;-77.0238698
104;12561291;Avenida Ricardo Palma;114612758;114612757;30;64;0.0244202;60;5;1000000;-12.1198492;-77.0238698;-12.1197224;-77.0240532
105;14175423;Avenida Oscar Raul Benavides;135462035;309580852;60;73;0.9098765;70;130;1000000;-12.0534528;-77.0975354;-12.0549964;-77.1057503
106;14175423;Avenida Oscar Raul Benavides;309580852;309580851;60;58;0.0219072;70;4;1000000;-12.0549964;-77.1057503;-12.0550367;-77.1059475
107;14175423;Avenida Oscar Raul Benavides;309580851;309581128;60;38;0.1864801;70;27;1000000;-12.0550367;-77.1059475;-12.0554033;-77.1076209
108;14175423;Avenida Oscar Raul Benavides;309581128;309580870;60;27;0.0209809;70;3;1000000;-12.0554033;-77.1076209;-12.0554431;-77.1078095
109;14175423;Avenida Oscar Raul Benavides;309580870;301457063;60;102;0.7663858;70;110;1000000;-12.0554431;-77.1078095;-12.0568506;-77.1147087
110;14342452;Avenida Comandante Espinar;108236195;262571000;41;34;0.16662;60;28;1000000;-12.1107312;-77.0369709;-12.1122294;-77.0369989
111;14342452;Avenida Comandante Espinar;262571000;262571076;41;103;0.108998;60;19;1000000;-12.1122294;-77.0369989;-12.1132096;-77.0370082
112;14342452;Avenida Comandante Espinar;262571076;138853228;41;20;0.0894885;60;15;1000000;-12.1132096;-77.0370082;-12.1140143;-77.0370205
113;14342452;Avenida Comandante Espinar;138853228;262577723;41;90;0.0933187;60;16;1000000;-12.1140143;-77.0370205;-12.1148535;-77.0370284
114;14343873;Alcanfores;252115370;133935057;6;90;0.0917286;40;23;1000000;-12.1223569;-77.0277721;-12.1231814;-77.0277995
115;14343873;Alcanfores;133935057;263630443;6;56;0.1702775;40;43;1000000;-12.1231814;-77.0277995;-12.1247097;-77.0278982
116;14343873;Alcanfores;252115368;252115369;6;44;0.1223758;40;31;1000000;-12.1203932;-77.0276519;-12.1214926;-77.0277034
117;14343873;Alcanfores;252115369;252115370;6;54;0.0963956;40;25;1000000;-12.1214926;-77.0277034;-12.1223569;-77.0277721
118;14343873;Alcanfores;263630443;108191737;6;48;0.0086553;40;3;1000000;-12.1247097;-77.0278982;-12.1247875;-77.0279008
119;14386675;Acacias;140343534;140343535;2;22;0.0728427;40;19;0.0018211;-12.1329775;-77.0234891;-12.1331567;-77.0241336
120;14386675;Acacias;140342732;140342734;2;67;0.0990956;40;25;0.0024774;-12.1337456;-77.0254959;-12.1344497;-77.0260547
121;14386675;Acacias;140342734;133915462;2;19;0.0119618;40;3;0.000299;-12.1344497;-77.0260547;-12.1345327;-77.0261247
122;14386675;Acacias;114615167;114615800;2;65;0.1458859;40;37;0.0036471;-12.1353684;-77.0267909;-12.1363452;-77.0276868
123;14386828;Avenida  Armendariz;140347256;140346743;31;22;0.0564332;60;10;1000000;-12.1345338;-77.0234402;-12.1347045;-77.0239238
124;14386828;Avenida  Armendariz;140346743;140346745;31;28;0.1185863;60;20;1000000;-12.1347045;-77.0239238;-12.1350543;-77.0249543
125;14386828;Avenida  Armendariz;140346745;140342734;31;5;0.1476011;60;25;1000000;-12.1350543;-77.0249543;-12.1344497;-77.0260547
126;14386828;Avenida  Armendariz;140342734;263642745;31;79;0.090673;60;16;1000000;-12.1344497;-77.0260547;-12.1339425;-77.0267078
127;17576094;Andres Avelino Caceres;181983357;181983358;17;46;0.0204955;40;6;0.0005124;-12.0075485;-76.8264136;-12.007607;-76.8262349
128;17576094;Andres Avelino Caceres;181983358;1745858751;17;56;0.1166339;40;30;0.0029158;-12.007607;-76.8262349;-12.0080016;-76.8252413
129;17576094;Andres Avelino Caceres;1745858751;1745858753;17;7;0.0730986;40;19;0.0018275;-12.0080016;-76.8252413;-12.0082358;-76.8246133
130;17576094;Andres Avelino Caceres;1745858753;1745858765;17;3;0.1689569;40;43;0.0042239;-12.0082358;-76.8246133;-12.0090481;-76.8233045
131;17624222;Avenida Cajamarquilla;580654017;580654050;34;47;0.9861952;60;165;0.0164366;-11.9753287;-76.8837429;-11.9772575;-76.8907977
132;17624222;Avenida Cajamarquilla;580654050;580654051;34;75;0.029439;60;5;0.0004907;-11.9772575;-76.8907977;-11.9774487;-76.8909849
133;17624222;Avenida Cajamarquilla;580654051;1746018849;34;79;1.4344515;60;240;0.0239075;-11.9774487;-76.8909849;-11.9876069;-76.8981906
134;17624222;Avenida Cajamarquilla;1746018849;1746018856;34;6;0.1187254;60;20;0.0019788;-11.9876069;-76.8981906;-11.9882312;-76.8990761
135;17624222;Avenida Cajamarquilla;1746018856;1746018867;34;59;0.1271863;60;22;0.0021198;-11.9882312;-76.8990761;-11.9889;-76.9000247
136;24266810;Avenida Del Ejercito;262727996;316801728;42;3;0.0574501;70;9;0.0008207;-12.0973062;-77.0713716;-12.0971213;-77.071865
137;24266810;Avenida Del Ejercito;316801728;1943098908;42;85;0.009365;70;2;0.0001338;-12.0971213;-77.071865;-12.0970889;-77.0719445
138;24266810;Avenida Del Ejercito;1943098908;1943098980;42;74;0.0040734;70;1;5.82E-05;-12.0970889;-77.0719445;-12.0970733;-77.0719784
139;24266810;Avenida Del Ejercito;1943098980;262727999;42;104;0.0087516;70;2;0.000125;-12.0970733;-77.0719784;-12.0970435;-77.0720529
140;24266855;Avenida  Coronel Portillo;262728248;262728246;36;45;0.1649667;60;28;1000000;-12.0989695;-77.051145;-12.1004458;-77.0512046
141;24266855;Avenida  Coronel Portillo;262728246;262728245;36;18;0.1310564;60;22;1000000;-12.1004458;-77.0512046;-12.1016124;-77.0513763
142;24266855;Avenida  Coronel Portillo;262728245;262728225;36;63;0.1438914;60;24;1000000;-12.1016124;-77.0513763;-12.1028964;-77.0515409
143;24266986;Alberto del Campo;262729474;262729477;4;98;0.1103341;40;28;1000000;-12.0984568;-77.0548095;-12.0979529;-77.0556686
144;24266986;Alberto del Campo;262729477;262729478;4;14;0.018681;40;5;1000000;-12.0979529;-77.0556686;-12.0978778;-77.0558223
145;24266986;Alberto del Campo;262729478;263376842;4;83;0.1107508;40;28;1000000;-12.0978778;-77.0558223;-12.0974237;-77.0567289
146;24266986;Alberto del Campo;263376842;263376843;4;21;0.1969853;40;50;1000000;-12.0974237;-77.0567289;-12.0966348;-77.0583511
147;24266986;Alberto del Campo;263376843;263376845;4;58;0.0610006;40;16;1000000;-12.0966348;-77.0583511;-12.0963662;-77.0588403
148;24267018;Augusto Bolognesi;262728245;262729612;27;17;0.1244551;40;32;0.0031114;-12.1016124;-77.0513763;-12.1014026;-77.0525007
149;24267018;Augusto Bolognesi;262729612;262729684;27;24;0.0776378;40;20;0.0019409;-12.1014026;-77.0525007;-12.1012431;-77.0531959
150;24267018;Augusto Bolognesi;262729684;262729619;27;29;0.073954;40;19;0.0018489;-12.1012431;-77.0531959;-12.1011256;-77.0538654
151;24267018;Augusto Bolognesi;262729619;262729622;27;23;0.1385526;40;35;0.0034638;-12.1011256;-77.0538654;-12.100899;-77.0551185
152;24267031;Avenida  Salaverry;263110778;263110782;96;8;0.6475765;60;108;1000000;-12.0652363;-77.0391376;-12.0708032;-77.0407416
153;24267031;Avenida  Salaverry;263110782;263110783;96;13;0.0176153;60;3;1000000;-12.0708032;-77.0407416;-12.0709473;-77.0408089
154;24267031;Avenida  Salaverry;263110783;263110784;96;47;0.1382827;60;24;1000000;-12.0709473;-77.0408089;-12.0720796;-77.0413344
155;24267031;Avenida  Salaverry;263110784;263110785;96;101;0.0818975;60;14;1000000;-12.0720796;-77.0413344;-12.0727595;-77.041624
156;24281860;Antequera;262910108;262909434;20;56;0.1207249;40;31;0.0030181;-12.0949181;-77.027852;-12.0950939;-77.0289477
157;24281860;Antequera;262909434;262909521;20;78;0.087638;40;22;0.0021909;-12.0950939;-77.0289477;-12.0951878;-77.029748
158;24281860;Antequera;262909521;1431652875;20;5;0.0567567;40;15;0.0014189;-12.0951878;-77.029748;-12.0952279;-77.0302684
159;24281860;Antequera;262909446;262909609;20;62;0.0883482;40;23;0.0022087;-12.0952238;-77.0317415;-12.0947655;-77.0324052
160;24281860;Antequera;262909609;108064581;20;40;0.0567241;40;15;0.0014181;-12.0947655;-77.0324052;-12.0945917;-77.0328957
161;24281868;Amador Merino Reyna;262910003;262910004;16;39;0.1595058;40;40;1000000;-12.092115;-77.0242966;-12.0922905;-77.0257526
162;24281868;Amador Merino Reyna;262910004;262910005;16;93;0.1224055;40;31;1000000;-12.0922905;-77.0257526;-12.0924654;-77.0268641
163;24281868;Amador Merino Reyna;262910005;262910006;16;90;0.1235206;40;31;1000000;-12.0924654;-77.0268641;-12.09262;-77.0279891
164;24281868;Amador Merino Reyna;262910006;262909437;16;28;0.1414849;40;36;1000000;-12.09262;-77.0279891;-12.0927972;-77.0292777
165;24281868;Amador Merino Reyna;262909437;262909615;16;23;0.1196958;40;30;1000000;-12.0927972;-77.0292777;-12.0929083;-77.0303727
166;24294983;Avenida  Javier Prado Oeste;263384344;263384345;87;83;0.0722988;70;11;1000000;-12.0900298;-77.0659214;-12.0904411;-77.0654064
167;24294983;Avenida  Javier Prado Oeste;263384345;263384346;87;59;0.0743323;70;11;1000000;-12.0904411;-77.0654064;-12.0908607;-77.0648742
168;24294983;Avenida  Javier Prado Oeste;263384346;263384347;87;1;0.0835206;70;12;1000000;-12.0908607;-77.0648742;-12.0913391;-77.064282
169;24294983;Avenida  Javier Prado Oeste;263384347;263384348;87;1;0.0285897;70;5;1000000;-12.0913391;-77.064282;-12.0914979;-77.0640752
170;24295091;Almirante Manuel Villavicencio;263113041;263113042;14;65;0.0566958;40;15;0.0014174;-12.0891746;-77.0396039;-12.0892545;-77.0401189
171;24295091;Almirante Manuel Villavicencio;263113042;263113043;14;40;0.0865744;40;22;0.0021644;-12.0892545;-77.0401189;-12.0893715;-77.0409061
172;24295091;Almirante Manuel Villavicencio;263113043;263113044;14;86;0.0908491;40;23;0.0022712;-12.0893715;-77.0409061;-12.0894888;-77.041733
173;24295091;Almirante Manuel Villavicencio;263113044;263113045;14;102;0.0329438;40;9;0.0008236;-12.0894888;-77.041733;-12.089531;-77.0420329
174;24295091;Almirante Manuel Villavicencio;263113045;263113046;14;16;0.0559784;40;14;0.0013995;-12.089531;-77.0420329;-12.0896013;-77.0425427
175;24295091;Almirante Manuel Villavicencio;263113046;263112659;14;49;0.0899376;40;23;0.0022484;-12.0896013;-77.0425427;-12.0897046;-77.0433631
176;24295091;Almirante Manuel Villavicencio;263112659;263112972;14;21;0.0903565;40;23;0.0022589;-12.0897046;-77.0433631;-12.0896072;-77.044171
177;24295136;Almirante Martin Guisse;263359016;263359018;15;13;0.0327151;40;9;1000000;-12.080004;-77.0396241;-12.0802954;-77.0395826
178;24295136;Almirante Martin Guisse;263359018;263358427;15;84;0.1198341;40;30;1000000;-12.0802954;-77.0395826;-12.0813642;-77.0394413
179;24295136;Almirante Martin Guisse;263358427;263357998;15;93;0.0697652;40;18;1000000;-12.0813642;-77.0394413;-12.0819848;-77.039347
180;24295136;Almirante Martin Guisse;263357998;263357757;15;8;0.1197191;40;30;1000000;-12.0819848;-77.039347;-12.0830505;-77.0391903
181;25111783;Avenida Santa Elvira;273426573;273426546;63;80;0.2130844;60;36;1000000;-11.9619818;-77.0725128;-11.9600893;-77.0728205
182;25111783;Avenida Santa Elvira;273426546;1162293813;63;27;0.0857576;60;15;1000000;-11.9600893;-77.0728205;-11.9593277;-77.0729447
183;25111783;Avenida Santa Elvira;1162293813;1162293823;63;31;0.0115021;60;2;1000000;-11.9593277;-77.0729447;-11.9592257;-77.0729623
184;25111783;Avenida Santa Elvira;1379749442;1305382857;63;30;0.3467979;60;58;1000000;-11.9541179;-77.0738799;-11.9571976;-77.0733773
185;25111783;Avenida Santa Elvira;1305382857;1162293817;63;79;0.2300574;60;39;1000000;-11.9571976;-77.0733773;-11.9592426;-77.0730564
186;25111821;Avenida Central;549104916;1305701340;39;21;0.0124669;60;3;1000000;-11.9550773;-77.0847573;-11.9550618;-77.0846438
187;25111821;Avenida Central;1305701340;1305701950;39;86;0.0558432;60;10;1000000;-11.9550618;-77.0846438;-11.9549802;-77.0841373
188;25111821;Avenida Central;1305701950;1305701354;39;90;0.168494;60;29;1000000;-11.9549802;-77.0841373;-11.9554569;-77.0827817
189;25111821;Avenida Central;1305701354;549104980;39;45;0.1825796;60;31;1000000;-11.9554569;-77.0827817;-11.9564869;-77.0814746
190;25112346;Avenida Ferrocarril;273413242;1486993214;44;38;0.1278572;60;22;1000000;-12.0369833;-76.9881353;-12.036587;-76.9892301
191;25112346;Avenida Ferrocarril;1486993214;273412958;44;20;0.0127472;60;3;1000000;-12.036587;-76.9892301;-12.0365132;-76.9893198
192;25112346;Avenida Ferrocarril;273412958;1273480298;44;88;0.0894239;60;15;1000000;-12.0365132;-76.9893198;-12.0361829;-76.9900687
193;25113618;Avenida Los Alisos;1330494627;844402503;52;102;0.0733399;60;13;1000000;-11.982968;-77.0582076;-11.9831409;-77.0588581
194;25113618;Avenida Los Alisos;844402503;273427119;52;103;0.0496456;60;9;1000000;-11.9831409;-77.0588581;-11.9832161;-77.059308
