30;24267018;Augusto Bolognesi;262729612;262729684;27;24;0.0776378;40;20;0.0019409;-12.1014026;-77.0525007;-12.1012431;-77.0531959
49;26359418;Aurelio Fernandez Concha;288794168;288794364;28;36;0.0891426;40;23;0.0022286;-12.1286338;-77.0167795;-12.1279456;-77.016376
16;11979291;Aurelio Miro Quesada;108009621;108009622;29;16;0.060915;40;16;0.0015229;-12.0989183;-77.0506289;-12.098868;-77.050071
17;12561291;Avenida Ricardo Palma;114612761;114612758;30;20;0.1426474;60;24;1000000;-12.1205832;-77.0227939;-12.1198492;-77.0238698
22;14386828;Avenida  Armendariz;140346745;140342734;31;5;0.1476011;60;25;1000000;-12.1350543;-77.0249543;-12.1344497;-77.0260547
65;28797604;Avenida Almirante Miguel Grau;486250987;1354143319;31;10;0.0632491;60;11;1000000;-12.0582028;-77.0217658;-12.0581177;-77.0211907
20;14386828;Avenida  Armendariz;140347256;140346743;31;22;0.0564332;60;10;1000000;-12.1345338;-77.0234402;-12.1347045;-77.0239238
21;14386828;Avenida  Armendariz;140346743;140346745;31;28;0.1185863;60;20;1000000;-12.1347045;-77.0239238;-12.1350543;-77.0249543
64;28797604;Avenida Almirante Miguel Grau;1354143317;416652521;31;30;0.0235994;60;4;1000000;-12.0584985;-77.0240949;-12.0584703;-77.0238798
53;27898312;Avenida Argentina;437632361;437631446;32;3;0.1466621;60;25;1000000;-12.0512814;-77.1317179;-12.0514024;-77.1330609
52;27898312;Avenida Argentina;838085401;838070981;32;27;0.1992071;60;34;1000000;-12.0509772;-77.1281912;-12.0511346;-77.130016
7;4828802;Avenida Bocanegra;1359116526;1359116513;33;22;0.1458649;60;25;0.0024311;-12.0041308;-77.0947569;-12.0035651;-77.0935469
6;4828802;Avenida Bocanegra;1359116531;1359116526;33;23;0.011372;60;2;0.0001895;-12.0042073;-77.0948263;-12.0041308;-77.0947569
8;4828802;Avenida Bocanegra;1359116513;1359116485;33;23;0.1241484;60;21;0.0020691;-12.0035651;-77.0935469;-12.0031137;-77.0925029
86;34861547;Avenida  Canada;392154278;1757230818;34;5;0.0585468;60;10;1000000;-12.0777842;-76.9893602;-12.0781106;-76.9897827
25;17624222;Avenida Cajamarquilla;1746018849;1746018856;34;6;0.1187254;60;20;0.0019788;-11.9876069;-76.8981906;-11.9882312;-76.8990761
87;34861547;Avenida  Canada;2146361724;1757230933;34;34;0.1338996;60;23;1000000;-12.0788555;-76.9907907;-12.0795816;-76.9917731
88;34861547;Avenida  Canada;1757230933;1757230951;34;35;0.0725296;60;13;1000000;-12.0795816;-76.9917731;-12.0799797;-76.9923015
